loan_id,origination_month,original_balance,funded_balance,interest_rate,original_term,installment,credit_score,credit_score_band,dti,dti_band,annual_income,employment_length,home_ownership,loan_purpose,state,revolving_utilization,delinquencies_2yrs,inquiries_6m,total_accounts,servicer_name,document_status
LC_1020073,2017-01,15000.0,15000.0,20.44,36,560.82,722.0,Near Prime,11.41,<20%,58200.0,0,RENT,other,CA,41.6,0,1,45,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1020074,2018-10,30000.0,30000.0,18.16,36,1086.98,712.0,Near Prime,33.26,20-35%,133000.0,0,MORTGAGE,home_improvement,VA,79.5,0,0,27,Beacon_Credit_Ops,VERIFIED
LC_1020075,2017-02,7500.0,7500.0,24.97,36,298.08,672.0,Near Prime,36.15,35-50%,65700.0,5,MORTGAGE,debt_consolidation,CA,44.7,0,0,33,Apex_Loan_Servicing,VERIFIED
LC_1020076,2015-08,7500.0,7500.0,27.97,36,310.11,657.0,Subprime,14.03,<20%,44800.0,6,MORTGAGE,debt_consolidation,NY,92.4,0,1,50,Intain_Servicing_Alpha,VERIFIED
LC_1020077,2016-08,35000.0,35000.0,27.4,36,1436.4,642.0,Subprime,12.46,<20%,120700.0,10,RENT,credit_card,NY,58.7,0,1,14,Apex_Loan_Servicing,VERIFIED
LC_1020078,2018-11,18000.0,18000.0,25.04,36,716.06,667.0,Subprime,18.82,<20%,28200.0,10,RENT,credit_card,VA,39.5,0,0,50,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1020079,2016-05,10000.0,10000.0,27.35,60,307.45,697.0,Near Prime,17.05,<20%,226700.0,10,MORTGAGE,debt_consolidation,FL,79.9,1,0,14,Apex_Loan_Servicing,VERIFIED
LC_1020080,2017-02,35000.0,35000.0,27.43,36,1436.97,642.0,Subprime,17.11,<20%,61100.0,2,OWN,other,TX,54.3,0,0,53,Beacon_Credit_Ops,UNVERIFIED
LC_1020081,2017-03,35000.0,35000.0,27.44,60,1077.96,667.0,Subprime,11.01,<20%,50300.0,10,MORTGAGE,credit_card,FL,0.0,0,0,3,Apex_Loan_Servicing,VERIFIED
LC_1020082,2016-05,30000.0,30000.0,22.86,60,843.3,717.0,Near Prime,8.76,<20%,43200.0,4,MORTGAGE,credit_card,CA,26.0,0,0,28,Intain_Servicing_Alpha,VERIFIED
LC_1020083,2018-03,10000.0,10000.0,28.44,36,416.02,677.0,Near Prime,42.1,35-50%,46800.0,2,MORTGAGE,home_improvement,NY,36.5,0,0,23,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1020084,2015-10,10000.0,10000.0,19.06,36,366.86,717.0,Near Prime,27.22,20-35%,55100.0,2,RENT,other,CO,19.2,0,0,3,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1020085,2017-01,15000.0,15000.0,21.12,36,566.05,712.0,Near Prime,13.83,<20%,98400.0,3,RENT,debt_consolidation,CA,65.8,0,0,21,Apex_Loan_Servicing,SOURCE_VERIFIED
LC_1020086,2016-06,18000.0,18000.0,18.32,36,653.64,712.0,Near Prime,14.79,<20%,40200.0,1,RENT,debt_consolidation,NJ,26.6,0,0,36,Intain_Servicing_Alpha,UNVERIFIED
LC_1020087,2015-05,40000.0,40000.0,18.5,36,1456.15,712.0,Near Prime,10.92,<20%,71400.0,2,RENT,home_improvement,WA,67.3,0,0,22,Intain_Servicing_Alpha,UNVERIFIED
LC_1020088,2017-03,35000.0,35000.0,22.63,36,1348.1,712.0,Near Prime,13.13,<20%,33700.0,3,MORTGAGE,debt_consolidation,FL,38.0,0,0,6,Apex_Loan_Servicing,UNVERIFIED
LC_1020089,2017-09,30000.0,30000.0,20.03,36,1115.37,707.0,Near Prime,7.96,<20%,35800.0,5,MORTGAGE,debt_consolidation,NJ,33.2,0,2,5,Apex_Loan_Servicing,UNVERIFIED
LC_1020090,2017-10,7500.0,7500.0,25.59,36,300.54,672.0,Near Prime,19.74,<20%,71100.0,3,RENT,debt_consolidation,CA,45.5,0,0,38,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1020091,2018-08,20000.0,20000.0,23.75,60,572.46,702.0,Near Prime,13.33,<20%,64700.0,10,MORTGAGE,debt_consolidation,CA,73.3,0,0,22,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1020092,2017-07,25000.0,25000.0,22.59,36,962.41,742.0,Prime,9.78,<20%,86400.0,0,MORTGAGE,debt_consolidation,NY,62.9,0,1,4,Beacon_Credit_Ops,UNVERIFIED
LC_1020093,2016-12,12000.0,12000.0,22.54,36,461.64,712.0,Near Prime,19.75,<20%,261400.0,0,MORTGAGE,credit_card,MI,49.5,0,1,27,Apex_Loan_Servicing,UNVERIFIED
LC_1020094,2017-11,10000.0,10000.0,18.66,36,364.84,737.0,Near Prime,15.56,<20%,105200.0,2,RENT,credit_card,FL,49.4,0,1,13,Apex_Loan_Servicing,SOURCE_VERIFIED
LC_1020095,2017-02,20000.0,20000.0,17.72,36,720.24,752.0,Prime,13.26,<20%,34800.0,5,MORTGAGE,debt_consolidation,CO,58.0,0,0,18,Apex_Loan_Servicing,VERIFIED
LC_1020096,2016-10,7500.0,7500.0,18.63,36,273.52,712.0,Near Prime,16.89,<20%,58100.0,0,OWN,credit_card,CA,60.6,0,2,51,Apex_Loan_Servicing,VERIFIED
LC_1020097,2017-05,35000.0,35000.0,19.48,36,1291.47,732.0,Near Prime,11.45,<20%,117600.0,10,MORTGAGE,debt_consolidation,GA,11.3,0,1,24,Apex_Loan_Servicing,VERIFIED
LC_1020098,2018-05,10000.0,10000.0,22.77,60,280.58,712.0,Near Prime,14.38,<20%,130800.0,10,MORTGAGE,major_purchase,TX,51.0,0,0,29,Summit_Asset_Management,SOURCE_VERIFIED
LC_1020099,2015-06,15000.0,15000.0,25.11,36,597.27,697.0,Near Prime,15.96,<20%,71300.0,0,MORTGAGE,debt_consolidation,AZ,57.0,0,1,3,Intain_Servicing_Alpha,VERIFIED
LC_1020100,2018-06,40000.0,40000.0,19.93,36,1485.12,722.0,Near Prime,17.09,<20%,141100.0,3,MORTGAGE,debt_consolidation,CA,65.3,0,0,3,Summit_Asset_Management,VERIFIED
LC_1020101,2015-03,40000.0,40000.0,21.52,60,1093.87,717.0,Near Prime,16.78,<20%,54900.0,0,RENT,debt_consolidation,IL,41.0,0,0,43,Intain_Servicing_Alpha,UNVERIFIED
LC_1020102,2016-11,25000.0,25000.0,23.22,36,970.61,717.0,Near Prime,11.96,<20%,40400.0,0,MORTGAGE,debt_consolidation,NY,31.8,0,1,12,Intain_Servicing_Alpha,UNVERIFIED
LC_1020103,2016-04,25000.0,25000.0,25.85,36,1005.27,652.0,Subprime,8.66,<20%,37000.0,0,MORTGAGE,debt_consolidation,PA,67.1,0,1,20,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1020104,2017-01,35000.0,35000.0,25.53,60,1038.2,672.0,Near Prime,9.07,<20%,29200.0,10,MORTGAGE,debt_consolidation,PA,0.0,0,1,22,Apex_Loan_Servicing,VERIFIED
LC_1020105,2015-11,30000.0,30000.0,26.4,36,1215.12,662.0,Subprime,4.09,<20%,70400.0,10,MORTGAGE,debt_consolidation,NY,64.3,0,0,29,Intain_Servicing_Alpha,UNVERIFIED
LC_1020106,2018-01,18000.0,18000.0,19.42,36,663.64,722.0,Near Prime,8.06,<20%,99800.0,10,RENT,debt_consolidation,WA,18.2,0,2,16,Summit_Asset_Management,VERIFIED
LC_1020107,2018-05,20000.0,20000.0,20.97,60,540.73,732.0,Near Prime,6.09,<20%,40000.0,2,OWN,debt_consolidation,MI,40.3,0,2,16,Beacon_Credit_Ops,VERIFIED
LC_1020108,2017-12,18000.0,18000.0,17.27,36,644.17,727.0,Near Prime,5.28,<20%,50800.0,10,RENT,debt_consolidation,NC,65.8,0,0,33,Beacon_Credit_Ops,VERIFIED
LC_1020109,2017-04,15000.0,15000.0,21.33,36,567.67,692.0,Near Prime,10.05,<20%,66900.0,1,MORTGAGE,debt_consolidation,VA,33.8,0,0,22,Apex_Loan_Servicing,UNVERIFIED
LC_1020110,2018-07,30000.0,30000.0,18.37,36,1090.15,732.0,Near Prime,19.82,<20%,33900.0,0,MORTGAGE,debt_consolidation,TX,41.3,0,1,31,Summit_Asset_Management,UNVERIFIED
LC_1020111,2018-07,20000.0,20000.0,21.04,36,753.91,682.0,Near Prime,23.57,20-35%,60300.0,1,MORTGAGE,home_improvement,OH,34.2,0,1,7,Beacon_Credit_Ops,UNVERIFIED
LC_1020112,2017-04,25000.0,25000.0,23.07,60,705.77,707.0,Near Prime,11.04,<20%,195900.0,10,MORTGAGE,debt_consolidation,CA,30.1,0,0,43,Apex_Loan_Servicing,UNVERIFIED
LC_1020113,2017-10,7500.0,7500.0,21.65,36,285.07,722.0,Near Prime,5.23,<20%,37300.0,10,MORTGAGE,debt_consolidation,AZ,41.5,0,2,19,Beacon_Credit_Ops,VERIFIED
LC_1020114,2017-02,18000.0,18000.0,20.94,36,677.6,707.0,Near Prime,11.96,<20%,52200.0,10,RENT,credit_card,AZ,73.3,0,3,36,Apex_Loan_Servicing,SOURCE_VERIFIED
LC_1020115,2017-10,12000.0,12000.0,18.68,60,309.18,727.0,Near Prime,7.67,<20%,32100.0,10,OWN,small_business,NY,50.4,0,0,21,Apex_Loan_Servicing,SOURCE_VERIFIED
LC_1020116,2016-04,15000.0,15000.0,24.18,36,589.91,697.0,Near Prime,6.5,<20%,48500.0,0,MORTGAGE,medical,MI,86.0,0,0,34,Intain_Servicing_Alpha,UNVERIFIED
LC_1020117,2017-08,18000.0,18000.0,16.67,36,638.8,727.0,Near Prime,7.91,<20%,31400.0,10,MORTGAGE,credit_card,AZ,65.9,0,0,4,Apex_Loan_Servicing,SOURCE_VERIFIED
LC_1020118,2015-02,25000.0,25000.0,28.02,60,778.7,677.0,Near Prime,2.85,<20%,70600.0,10,RENT,debt_consolidation,CO,61.6,0,0,19,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1020119,2016-05,5000.0,5000.0,25.7,36,200.65,672.0,Near Prime,12.15,<20%,35700.0,10,RENT,debt_consolidation,TX,91.3,0,3,37,Intain_Servicing_Alpha,UNVERIFIED
LC_1020120,2017-07,10000.0,10000.0,21.83,60,275.22,702.0,Near Prime,14.55,<20%,89000.0,10,MORTGAGE,credit_card,IL,100.0,0,0,27,Beacon_Credit_Ops,VERIFIED
LC_1020121,2018-10,30000.0,30000.0,25.69,36,1203.77,657.0,Subprime,17.17,<20%,51300.0,3,MORTGAGE,debt_consolidation,NJ,72.9,1,1,33,Summit_Asset_Management,SOURCE_VERIFIED
LC_1020122,2018-06,35000.0,35000.0,18.91,36,1281.37,752.0,Prime,21.15,20-35%,53600.0,2,MORTGAGE,home_improvement,CA,41.0,1,2,3,Summit_Asset_Management,VERIFIED
LC_1020123,2017-09,5000.0,5000.0,20.13,36,186.15,712.0,Near Prime,4.45,<20%,169400.0,2,RENT,debt_consolidation,NC,57.3,1,2,19,Apex_Loan_Servicing,VERIFIED
LC_1020124,2017-02,12000.0,12000.0,19.75,60,316.26,722.0,Near Prime,13.3,<20%,70400.0,3,RENT,major_purchase,NJ,30.0,2,0,8,Apex_Loan_Servicing,VERIFIED
LC_1020125,2015-04,5000.0,5000.0,27.33,60,153.66,692.0,Near Prime,9.48,<20%,66500.0,10,RENT,credit_card,WA,39.0,0,0,18,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1020126,2017-07,20000.0,20000.0,19.23,36,735.45,722.0,Near Prime,5.77,<20%,57100.0,8,RENT,debt_consolidation,CA,66.5,3,2,29,Beacon_Credit_Ops,UNVERIFIED
LC_1020127,2015-12,20000.0,20000.0,22.06,36,764.43,727.0,Near Prime,32.92,20-35%,68200.0,3,RENT,debt_consolidation,NJ,54.5,1,0,8,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1020128,2016-08,18000.0,18000.0,21.72,36,684.82,702.0,Near Prime,18.77,<20%,49100.0,0,RENT,small_business,FL,0.0,0,0,35,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1020129,2017-05,20000.0,20000.0,23.71,36,781.61,682.0,Near Prime,4.9,<20%,30900.0,10,MORTGAGE,credit_card,OH,82.7,0,1,3,Beacon_Credit_Ops,VERIFIED
LC_1020130,2016-05,15000.0,15000.0,26.17,36,605.72,662.0,Subprime,14.95,<20%,107000.0,10,MORTGAGE,credit_card,CA,30.1,0,1,22,Intain_Servicing_Alpha,VERIFIED
LC_1020131,2015-04,10000.0,10000.0,18.73,36,365.2,737.0,Near Prime,17.08,<20%,66200.0,7,RENT,credit_card,NY,43.8,0,2,21,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1020132,2018-09,20000.0,20000.0,25.09,36,796.15,647.0,Subprime,25.31,20-35%,42500.0,7,MORTGAGE,debt_consolidation,CA,38.5,0,0,43,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1020133,2016-12,25000.0,25000.0,23.09,60,706.06,692.0,Near Prime,7.22,<20%,33500.0,10,MORTGAGE,home_improvement,CA,90.6,0,0,13,Intain_Servicing_Alpha,UNVERIFIED
LC_1020134,2015-10,25000.0,25000.0,23.41,36,973.09,667.0,Subprime,30.85,20-35%,54200.0,10,RENT,debt_consolidation,IL,58.9,0,0,18,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1020135,2015-04,35000.0,35000.0,26.6,36,1421.38,687.0,Near Prime,16.63,<20%,102100.0,7,MORTGAGE,debt_consolidation,MI,53.6,0,1,30,Intain_Servicing_Alpha,VERIFIED
LC_1020136,2016-03,20000.0,20000.0,21.84,60,550.56,702.0,Near Prime,12.33,<20%,58900.0,10,RENT,debt_consolidation,FL,38.4,0,0,22,Intain_Servicing_Alpha,VERIFIED
LC_1020137,2015-09,5000.0,5000.0,20.77,36,187.79,702.0,Near Prime,7.77,<20%,34400.0,6,OWN,major_purchase,OH,44.6,0,0,18,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1020138,2018-07,5000.0,5000.0,21.65,36,190.05,707.0,Near Prime,16.22,<20%,90200.0,10,RENT,debt_consolidation,PA,56.9,0,4,8,Beacon_Credit_Ops,UNVERIFIED
LC_1020139,2016-09,20000.0,20000.0,23.47,36,779.1,672.0,Near Prime,37.89,35-50%,150100.0,2,RENT,credit_card,NJ,38.2,1,1,26,Intain_Servicing_Alpha,UNVERIFIED
LC_1020140,2018-04,5000.0,5000.0,20.71,36,187.63,727.0,Near Prime,30.28,20-35%,38800.0,0,MORTGAGE,debt_consolidation,FL,59.4,0,0,14,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1020141,2015-03,12000.0,12000.0,28.29,60,375.73,662.0,Subprime,30.22,20-35%,104000.0,3,RENT,debt_consolidation,CA,64.7,0,0,25,Intain_Servicing_Alpha,UNVERIFIED
LC_1020142,2017-10,7500.0,7500.0,26.68,60,227.58,677.0,Near Prime,11.17,<20%,38000.0,0,MORTGAGE,credit_card,IL,67.4,1,0,36,Apex_Loan_Servicing,UNVERIFIED
LC_1020143,2017-08,35000.0,35000.0,24.25,36,1377.75,697.0,Near Prime,19.85,<20%,145000.0,10,OWN,debt_consolidation,TX,66.1,0,2,16,Beacon_Credit_Ops,UNVERIFIED
LC_1020144,2017-04,12000.0,12000.0,10.51,36,390.09,782.0,Prime,20.16,20-35%,38100.0,0,MORTGAGE,credit_card,FL,60.2,1,2,3,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1020145,2017-10,5000.0,5000.0,18.14,36,181.11,717.0,Near Prime,11.66,<20%,73700.0,8,RENT,debt_consolidation,CA,81.3,0,1,23,Apex_Loan_Servicing,SOURCE_VERIFIED
LC_1020146,2018-03,35000.0,35000.0,29.5,36,1476.24,647.0,Subprime,3.42,<20%,53800.0,4,MORTGAGE,credit_card,IL,40.3,1,0,21,Summit_Asset_Management,UNVERIFIED
LC_1020147,2016-12,18000.0,18000.0,21.19,60,488.89,717.0,Near Prime,16.16,<20%,47500.0,5,MORTGAGE,debt_consolidation,CA,100.0,0,0,10,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1020148,2017-04,5000.0,5000.0,20.21,36,186.35,702.0,Near Prime,14.48,<20%,86800.0,4,MORTGAGE,debt_consolidation,TX,84.3,0,0,9,Apex_Loan_Servicing,UNVERIFIED
LC_1020149,2018-02,25000.0,25000.0,25.05,36,994.66,687.0,Near Prime,18.03,<20%,88800.0,3,OWN,credit_card,IL,99.8,0,2,45,Summit_Asset_Management,VERIFIED
LC_1020150,2015-12,10000.0,10000.0,24.39,60,289.95,682.0,Near Prime,15.13,<20%,60100.0,5,MORTGAGE,debt_consolidation,CA,70.4,2,1,20,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1020151,2015-11,25000.0,25000.0,23.44,60,711.1,707.0,Near Prime,15.01,<20%,71200.0,8,MORTGAGE,debt_consolidation,NY,64.8,0,1,41,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1020152,2016-04,18000.0,18000.0,22.06,36,687.99,692.0,Near Prime,17.88,<20%,55600.0,2,RENT,home_improvement,NJ,29.9,0,2,3,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1020153,2017-07,10000.0,10000.0,21.32,36,378.4,722.0,Near Prime,13.12,<20%,210200.0,10,RENT,other,TX,70.1,0,0,25,Apex_Loan_Servicing,VERIFIED
LC_1020154,2016-03,20000.0,20000.0,27.85,36,825.65,657.0,Subprime,8.43,<20%,53500.0,10,MORTGAGE,debt_consolidation,TX,43.1,1,2,16,Intain_Servicing_Alpha,UNVERIFIED
LC_1020155,2015-01,15000.0,15000.0,29.04,60,476.49,662.0,Subprime,5.58,<20%,125600.0,10,MORTGAGE,credit_card,AZ,61.0,0,1,8,Intain_Servicing_Alpha,VERIFIED
LC_1020156,2017-10,18000.0,18000.0,23.66,36,702.98,707.0,Near Prime,12.65,<20%,78500.0,0,RENT,debt_consolidation,CA,34.2,1,0,13,Apex_Loan_Servicing,VERIFIED
LC_1020157,2017-08,25000.0,25000.0,19.16,36,918.42,712.0,Near Prime,11.5,<20%,142000.0,3,MORTGAGE,debt_consolidation,FL,46.3,0,1,46,Apex_Loan_Servicing,VERIFIED
LC_1020158,2016-06,10000.0,10000.0,18.04,36,361.72,732.0,Near Prime,21.88,20-35%,52700.0,7,MORTGAGE,debt_consolidation,GA,57.5,0,0,47,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1020159,2016-03,12000.0,12000.0,30.99,60,395.57,672.0,Near Prime,27.6,20-35%,93600.0,10,MORTGAGE,other,WA,72.6,0,0,25,Intain_Servicing_Alpha,UNVERIFIED
LC_1020160,2017-08,40000.0,40000.0,26.17,36,1615.25,672.0,Near Prime,10.57,<20%,48200.0,3,RENT,debt_consolidation,FL,51.8,0,0,29,Apex_Loan_Servicing,UNVERIFIED
LC_1020161,2018-06,15000.0,15000.0,28.54,36,624.84,652.0,Subprime,4.13,<20%,27500.0,1,MORTGAGE,credit_card,MI,77.4,0,2,24,Summit_Asset_Management,SOURCE_VERIFIED
LC_1020162,2017-01,18000.0,18000.0,25.59,60,534.57,707.0,Near Prime,10.41,<20%,88700.0,0,MORTGAGE,credit_card,NY,16.5,0,0,4,Beacon_Credit_Ops,VERIFIED
LC_1020163,2018-09,10000.0,10000.0,30.99,60,329.64,662.0,Subprime,20.27,20-35%,34400.0,6,RENT,major_purchase,NJ,100.0,0,0,6,Beacon_Credit_Ops,VERIFIED
LC_1020164,2016-11,15000.0,15000.0,24.42,60,435.18,722.0,Near Prime,18.81,<20%,45200.0,4,OWN,home_improvement,IL,25.6,1,2,25,Intain_Servicing_Alpha,VERIFIED
LC_1020165,2016-09,15000.0,15000.0,17.64,36,539.58,737.0,Near Prime,25.64,20-35%,38500.0,9,MORTGAGE,debt_consolidation,IL,53.3,0,0,14,Intain_Servicing_Alpha,VERIFIED
LC_1020166,2017-09,10000.0,10000.0,14.08,36,342.16,757.0,Prime,11.07,<20%,41000.0,10,RENT,debt_consolidation,CA,2.3,0,0,24,Apex_Loan_Servicing,UNVERIFIED
LC_1020167,2018-12,10000.0,10000.0,27.95,36,413.37,662.0,Subprime,11.73,<20%,47600.0,10,RENT,debt_consolidation,NJ,46.8,0,1,7,Beacon_Credit_Ops,UNVERIFIED
LC_1020168,2017-06,18000.0,18000.0,22.56,36,692.65,727.0,Near Prime,15.55,<20%,34600.0,1,RENT,credit_card,CA,38.5,0,1,5,Apex_Loan_Servicing,SOURCE_VERIFIED
LC_1020169,2018-06,10000.0,10000.0,16.43,36,353.7,777.0,Prime,8.88,<20%,59600.0,6,MORTGAGE,debt_consolidation,IL,22.3,0,2,34,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1020170,2018-04,18000.0,18000.0,24.6,36,711.87,687.0,Near Prime,26.08,20-35%,75600.0,9,RENT,credit_card,CO,76.6,0,0,5,Summit_Asset_Management,SOURCE_VERIFIED
LC_1020171,2015-08,20000.0,20000.0,22.92,36,773.36,722.0,Near Prime,28.86,20-35%,32700.0,4,OWN,home_improvement,CA,41.5,0,0,31,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1020172,2015-09,10000.0,10000.0,24.76,36,396.33,682.0,Near Prime,9.54,<20%,108900.0,10,RENT,debt_consolidation,NC,67.8,0,0,8,Intain_Servicing_Alpha,UNVERIFIED
LC_1020173,2015-12,20000.0,20000.0,23.33,36,777.64,667.0,Subprime,8.49,<20%,43200.0,10,MORTGAGE,debt_consolidation,PA,44.3,0,2,24,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1020174,2016-07,12000.0,12000.0,24.33,36,472.88,692.0,Near Prime,19.13,<20%,18000.0,10,RENT,other,NY,100.0,0,0,28,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1020175,2015-07,40000.0,40000.0,22.83,36,1544.85,702.0,Near Prime,42.92,35-50%,37500.0,10,MORTGAGE,debt_consolidation,GA,56.9,0,1,16,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1020176,2018-02,35000.0,35000.0,20.61,36,1311.63,712.0,Near Prime,11.07,<20%,152700.0,6,MORTGAGE,debt_consolidation,MA,39.9,1,0,38,Summit_Asset_Management,SOURCE_VERIFIED
LC_1020177,2015-02,25000.0,25000.0,21.22,36,944.7,712.0,Near Prime,16.15,<20%,61200.0,8,MORTGAGE,debt_consolidation,AZ,27.5,0,0,7,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1020178,2016-12,12000.0,12000.0,21.12,36,452.84,742.0,Prime,14.05,<20%,290400.0,10,MORTGAGE,debt_consolidation,NY,47.1,2,1,17,Intain_Servicing_Alpha,UNVERIFIED
LC_1020179,2015-10,30000.0,30000.0,22.86,36,1159.1,707.0,Near Prime,20.56,20-35%,59300.0,10,MORTGAGE,debt_consolidation,NY,61.3,0,0,30,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1020180,2018-11,40000.0,40000.0,29.08,60,1271.62,672.0,Near Prime,5.82,<20%,69100.0,2,RENT,credit_card,WA,56.4,0,1,3,Summit_Asset_Management,SOURCE_VERIFIED
LC_1020181,2017-02,15000.0,15000.0,20.38,36,560.36,707.0,Near Prime,19.72,<20%,45000.0,0,MORTGAGE,credit_card,CA,35.2,0,0,8,Beacon_Credit_Ops,VERIFIED
LC_1020182,2018-04,18000.0,18000.0,22.02,36,687.61,672.0,Near Prime,15.77,<20%,87500.0,4,MORTGAGE,credit_card,NJ,41.7,0,1,8,Summit_Asset_Management,UNVERIFIED
LC_1020183,2018-09,5000.0,5000.0,14.0,36,170.89,797.0,Prime,17.21,<20%,18000.0,4,MORTGAGE,other,OH,49.9,0,0,24,Summit_Asset_Management,UNVERIFIED
LC_1020184,2017-05,5000.0,5000.0,23.44,36,194.7,667.0,Subprime,9.21,<20%,42000.0,10,RENT,credit_card,CO,55.3,0,0,44,Apex_Loan_Servicing,SOURCE_VERIFIED
LC_1020185,2016-02,15000.0,15000.0,19.27,36,551.89,747.0,Prime,12.81,<20%,45200.0,0,MORTGAGE,debt_consolidation,CA,37.4,0,1,12,Intain_Servicing_Alpha,VERIFIED
LC_1020186,2015-04,18000.0,18000.0,17.18,36,643.36,722.0,Near Prime,17.69,<20%,161700.0,10,RENT,debt_consolidation,TX,87.2,0,0,33,Intain_Servicing_Alpha,UNVERIFIED
LC_1020187,2016-07,12000.0,12000.0,26.12,60,360.14,697.0,Near Prime,10.77,<20%,77800.0,0,MORTGAGE,debt_consolidation,TX,6.9,0,0,43,Intain_Servicing_Alpha,VERIFIED
LC_1020188,2017-05,7500.0,7500.0,18.79,36,274.12,757.0,Prime,13.66,<20%,93800.0,10,MORTGAGE,debt_consolidation,MI,77.9,0,0,37,Beacon_Credit_Ops,VERIFIED
LC_1020189,2015-11,25000.0,25000.0,25.56,36,1001.42,682.0,Near Prime,15.46,<20%,33000.0,4,MORTGAGE,debt_consolidation,CA,79.4,1,1,37,Intain_Servicing_Alpha,VERIFIED
LC_1020190,2015-08,15000.0,15000.0,24.31,36,590.94,677.0,Near Prime,18.65,<20%,54800.0,5,MORTGAGE,debt_consolidation,IL,48.7,0,0,20,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1020191,2017-01,18000.0,18000.0,26.87,36,733.6,677.0,Near Prime,8.1,<20%,105900.0,10,MORTGAGE,credit_card,NC,30.7,0,0,30,Apex_Loan_Servicing,SOURCE_VERIFIED
LC_1020192,2017-05,20000.0,20000.0,17.28,36,715.84,742.0,Prime,24.27,20-35%,82300.0,0,RENT,debt_consolidation,NY,38.5,0,0,44,Apex_Loan_Servicing,UNVERIFIED
LC_1020193,2017-04,15000.0,15000.0,21.26,36,567.13,702.0,Near Prime,13.66,<20%,77800.0,1,MORTGAGE,debt_consolidation,CA,38.0,0,1,16,Beacon_Credit_Ops,UNVERIFIED
LC_1020194,2016-03,10000.0,10000.0,19.43,36,368.74,752.0,Prime,8.41,<20%,66400.0,10,MORTGAGE,other,CA,13.0,0,0,16,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1020195,2018-07,18000.0,18000.0,21.89,60,496.02,707.0,Near Prime,8.88,<20%,42100.0,8,RENT,debt_consolidation,CA,62.0,0,0,7,Beacon_Credit_Ops,SOURCE_VERIFIED
LC_1020196,2017-10,12000.0,12000.0,14.89,36,415.34,762.0,Prime,5.97,<20%,70400.0,0,RENT,debt_consolidation,NY,25.5,0,4,3,Apex_Loan_Servicing,SOURCE_VERIFIED
LC_1020197,2015-11,25000.0,25000.0,21.7,36,950.89,697.0,Near Prime,27.49,20-35%,59900.0,5,OWN,debt_consolidation,NY,70.2,1,1,42,Intain_Servicing_Alpha,VERIFIED
LC_1020198,2018-01,10000.0,10000.0,22.78,60,280.64,727.0,Near Prime,2.37,<20%,60900.0,4,MORTGAGE,debt_consolidation,NY,55.0,0,2,28,Beacon_Credit_Ops,UNVERIFIED
LC_1020199,2018-06,12000.0,12000.0,25.47,36,480.11,682.0,Near Prime,19.02,<20%,56000.0,10,MORTGAGE,debt_consolidation,IL,77.0,0,0,20,Summit_Asset_Management,SOURCE_VERIFIED
LC_1020200,2015-08,15000.0,15000.0,22.3,36,575.19,682.0,Near Prime,11.25,<20%,25800.0,1,MORTGAGE,debt_consolidation,MI,59.4,0,0,19,Intain_Servicing_Alpha,SOURCE_VERIFIED
LC_1020201,2016-02,20000.0,20000.0,21.64,60,548.29,727.0,Near Prime,9.89,<20%,63100.0,0,MORTGAGE,debt_consolidation,IL,95.0,1,1,40,Intain_Servicing_Alpha,UNVERIFIED
LC_1020202,2017-06,20000.0,20000.0,23.07,60,564.61,722.0,Near Prime,7.7,<20%,64100.0,0,RENT,debt_consolidation,TX,78.0,0,0,26,Apex_Loan_Servicing,UNVERIFIED
